_id,_sampledSeconds,_traveltime,_overlapTraveltime,_density,_laneDensity,_occupancy,_waitingTime,_timeLoss,_speed,_departed,_arrived,_entered,_left,_laneChangedFrom,_laneChangedTo,_vaporized
28007425,782.75,1.68,2.10,3.34,3.34,1.35,1.00,58.26,12.54,4,3,370,371,0,0,
28007430,60.21,7.64,8.47,0.13,0.13,0.06,0.00,32.98,5.41,8,0,0,8,0,0,
28007432,6.04,,2.05,5.49,5.49,0.05,0.00,3.54,2.48,3,0,0,3,0,0,
28007442,50.81,8.03,8.71,0.08,0.08,0.04,0.00,4.13,7.38,0,6,6,0,0,0,
28007443#0,17.21,1.60,2.30,0.14,0.14,0.05,0.00,2.66,6.89,0,4,8,4,0,0,
28007443#1,4.78,2.14,2.78,0.03,0.03,0.01,0.00,0.25,7.93,0,2,2,0,0,0,
28007444,49.21,6.52,7.13,0.14,0.14,0.07,0.00,17.85,5.19,8,0,0,8,0,0,
28051329,343.02,3.22,3.62,0.79,0.79,0.36,0.00,41.52,12.25,9,7,87,89,0,0,
28448418,107.67,11.97,12.75,0.13,0.13,0.06,0.00,21.80,6.52,9,0,0,9,0,0,
28448430,0.00,,,,,,,,,0,0,0,0,0,0,
28448434,0.00,,,,,,,,,0,0,0,0,0,0,
28448436,0.00,,,,,,,,,0,0,0,0,0,0,
28448438#0,72.82,14.69,15.34,0.07,0.07,0.03,0.00,12.31,6.61,5,0,0,5,0,0,
28448438#1,124.42,12.09,12.80,0.13,0.13,0.06,0.00,15.26,7.04,5,0,5,10,0,0,
28448447,23.11,7.16,7.77,0.04,0.04,0.02,0.00,0.12,8.25,0,3,3,0,0,0,
28448448#0,68.35,6.25,6.95,0.13,0.13,0.06,0.00,6.33,7.65,0,6,10,4,0,0,
28448448#1,5.22,0.83,1.48,0.08,0.08,0.02,0.00,0.75,7.28,0,4,4,0,0,0,
28448449,53.43,7.12,7.70,0.08,0.08,0.04,0.00,0.87,8.48,0,7,7,0,0,0,
28448451#0,79.69,3.58,4.30,0.28,0.28,0.12,0.00,8.77,7.22,0,5,19,14,0,0,
28448451#1,15.84,1.46,2.05,0.12,0.12,0.04,0.00,0.10,8.36,0,8,8,0,0,0,
28448452,24.92,4.85,5.47,0.14,0.14,0.06,0.00,13.02,3.87,6,0,0,6,0,0,
28448459,226.03,7.17,7.87,0.38,0.38,0.18,0.00,23.57,7.46,0,4,29,25,0,0,
28448460#0,26.02,3.83,4.36,0.23,0.23,0.10,0.00,14.76,3.47,9,0,0,9,0,0,
28448460#2,154.28,10.45,11.13,0.18,0.18,0.08,0.00,12.10,7.58,0,8,14,6,0,0,
28448460#3,5.51,0.96,1.65,0.07,0.07,0.02,0.00,0.48,7.42,0,4,4,0,0,0,
28448461,11.70,,3.01,0.39,0.39,0.09,0.00,7.93,2.56,6,0,0,6,0,0,
28448463,13.07,,1.94,5.94,5.94,0.12,0.00,8.94,2.68,7,0,0,7,0,0,
28448469#0,44.55,14.90,15.67,0.04,0.04,0.02,0.00,7.95,6.21,3,0,0,3,0,0,
28448469#1,51.66,8.12,9.03,0.09,0.09,0.04,0.00,9.69,6.05,3,0,3,6,0,0,
28448548,898.63,3.24,3.81,2.50,2.50,1.09,0.00,197.99,9.90,6,4,231,233,0,0,
28530459,133.61,21.86,22.99,0.08,0.08,0.04,3.00,27.08,7.03,6,0,0,6,0,0,
28530504#0,131.71,3.29,3.70,0.38,0.38,0.16,0.00,37.94,9.88,2,5,34,31,0,0,
28530504#1,54.27,1.29,1.69,0.33,0.33,0.13,0.00,8.54,11.68,2,6,31,27,0,0,
28530504#2,155.16,4.41,5.24,0.31,0.31,0.14,0.00,37.20,9.70,3,3,27,27,0,0,
28530504#3,10.70,2.33,2.68,0.03,0.03,0.01,0.00,0.09,14.29,0,4,4,0,0,0,
28530508,317.96,11.13,11.86,0.25,0.25,0.12,0.00,67.61,10.18,4,2,23,25,0,0,
28530580,51.11,10.28,11.04,0.07,0.07,0.04,0.00,13.43,6.24,5,0,0,5,0,0,
28530611,92.59,11.24,12.49,0.13,0.13,0.06,10.00,50.75,5.57,8,0,0,8,0,0,
28530729,105.53,7.68,8.40,0.13,0.13,0.06,0.00,30.39,9.35,6,5,7,8,0,0,
28530767,345.19,12.19,12.84,0.23,0.23,0.11,0.00,57.90,11.17,3,8,24,19,0,0,
28601507,959.10,2.52,2.90,3.00,3.00,1.27,0.00,143.68,11.76,2,5,329,326,0,0,
28601510,863.15,2.87,3.26,2.63,2.63,1.12,0.00,193.68,10.68,8,9,258,257,0,0,
288349250,7.12,,2.71,0.25,0.25,0.05,0.00,4.13,2.81,4,0,0,4,0,0,
288349269,0.00,,,,,,,,,0,0,0,0,0,0,
289267156#0,197.45,15.91,16.57,0.14,0.14,0.07,0.00,6.79,7.96,0,6,12,6,0,0,
289267156#1,5.06,1.04,1.69,0.06,0.06,0.02,0.00,0.36,7.71,0,3,3,0,0,0,
289267158,101.33,9.74,10.37,0.12,0.12,0.06,0.00,3.63,7.85,0,10,10,0,0,0,
289267159#0,376.78,3.77,4.51,1.40,1.40,0.59,4.00,78.52,6.55,8,7,77,78,0,0,
289267159#1,114.08,1.00,1.67,1.36,1.36,0.42,0.00,10.20,7.56,4,7,67,64,0,0,
289267159#2,645.62,9.19,9.95,0.86,0.86,0.40,9.00,67.26,7.39,1,3,64,62,0,0,
289267159#3,847.46,12.73,13.36,0.77,0.77,0.37,0.00,49.20,7.83,10,3,54,61,0,0,
289267159#4,831.71,11.97,12.68,0.83,0.83,0.39,0.00,69.99,7.58,5,6,61,60,0,0,
289662988#0,9.01,4.89,5.26,0.03,0.03,0.01,0.00,4.71,6.71,2,0,0,2,0,0,
289662988#1,151.63,4.43,4.83,0.31,0.31,0.14,0.00,36.43,10.24,5,9,27,23,0,0,
289662988#2,56.84,1.67,2.13,0.32,0.32,0.13,0.00,14.59,9.98,5,2,23,26,0,0,
289662988#3,167.17,4.46,5.40,0.51,0.51,0.23,10.00,72.09,6.41,6,2,26,30,0,0,
289831477,5.49,0.57,1.19,0.11,0.11,0.03,0.00,0.26,8.08,0,6,6,0,0,0,
290585784#1,5.73,1.05,1.51,0.05,0.05,0.02,0.00,1.37,10.36,0,4,4,0,0,0,
290773138#0,46.03,2.33,3.13,0.31,0.31,0.12,0.00,11.46,5.93,1,1,14,14,0,0,
290773138#1,39.92,9.55,10.12,0.04,0.04,0.02,0.00,0.08,8.73,0,4,4,0,0,0,
290773139,66.29,0.04,1.00,30.13,30.13,0.58,0.00,10.56,5.19,5,6,64,63,0,0,
290773140#0,22.39,0.03,1.01,10.18,10.18,0.20,0.00,8.18,5.14,5,6,19,18,0,0,
290773140#1,30.36,7.04,7.61,0.04,0.04,0.02,0.00,0.62,8.76,0,4,4,0,0,0,
292330787#1,271.73,3.95,4.42,0.51,0.51,0.23,0.00,32.27,12.14,5,3,57,59,0,0,
292330787#2,55.69,0.73,1.15,0.58,0.58,0.19,0.00,8.36,11.91,4,5,46,45,0,0,
292330787#3,1045.68,18.32,19.10,0.41,0.41,0.20,0.00,99.01,12.35,10,5,45,50,0,0,
292330787#4,146.11,18.03,18.42,0.06,0.06,0.03,0.00,4.61,13.17,0,8,8,0,0,0,
305408739,127.95,31.68,32.06,0.03,0.01,0.01,0.00,2.91,13.14,0,4,4,0,1,1,
306446498#1,2075.03,5.56,5.94,2.61,2.61,1.22,0.00,124.65,13.00,7,1,343,349,0,0,
306446498#2,2968.00,8.04,8.41,2.52,2.52,1.21,0.00,107.56,13.31,4,5,349,348,0,0,
306446498#3,393.56,0.73,1.12,3.81,3.81,1.26,0.00,26.81,12.88,7,3,348,352,0,0,
306446498#4,1303.39,3.32,3.70,2.70,2.70,1.21,0.00,57.63,13.21,1,9,352,344,0,0,
306446498#5,1033.43,2.59,2.98,2.78,2.78,1.21,0.00,60.34,13.00,3,4,344,343,0,0,
306596440#1,495.37,1.30,1.68,2.64,2.64,1.03,0.00,26.60,13.15,3,2,293,294,0,0,
306596440#2,5104.35,16.65,17.02,2.09,2.09,1.02,0.00,218.75,13.31,6,3,294,297,0,0,
306596440#3,609.92,1.67,2.05,2.49,2.49,1.02,0.00,26.10,13.31,1,4,297,294,0,0,
306596440#4,519.97,1.37,1.75,2.64,2.64,1.04,0.00,31.36,13.07,4,4,294,294,0,0,
306596440#5,608.01,1.66,2.04,2.60,2.60,1.06,0.00,45.19,12.88,5,5,294,294,0,0,
306596440#6,985.93,2.86,3.31,2.55,2.55,1.11,0.00,98.37,12.12,4,3,294,295,0,0,
306596440#7,2126.68,6.71,7.10,2.25,2.25,1.06,0.00,158.86,12.81,4,3,296,297,0,0,
306596440#8,1685.17,5.23,5.61,2.22,2.22,1.04,0.00,83.86,13.19,5,2,296,299,0,0,
306596440#9,2165.63,6.28,7.07,2.67,2.67,1.23,11.00,351.71,11.13,8,7,299,300,0,0,
306596442#1,543.71,1.63,2.02,2.37,2.37,0.96,0.00,38.47,12.83,6,5,265,266,0,0,
306596443#1,1455.99,5.61,6.11,3.93,3.93,1.83,628.00,794.69,6.33,5,4,234,235,0,0,
306596445#0,3844.25,13.43,14.31,10.56,5.28,2.53,2340.00,3055.78,2.66,4,4,266,266,6,6,
306596445#1,1425.56,4.30,4.69,2.77,1.38,0.62,0.00,289.00,11.06,6,1,299,304,0,0,
306865638#1,3948.72,3.41,3.78,7.82,3.91,1.76,0.00,120.15,13.48,2,7,1044,1039,38,38,
306865638#2,4033.34,3.50,3.87,7.83,3.92,1.77,0.00,148.96,13.39,5,4,1039,1040,67,67,
306865638#3,2050.63,1.60,1.97,8.77,4.39,1.78,0.00,83.89,13.34,4,5,1040,1039,34,34,
306865638#4,1635.26,1.19,1.57,9.36,4.68,1.78,0.00,67.24,13.33,6,3,1039,1042,18,18,
306865641#0,5369.34,16.52,17.31,11.62,11.62,5.63,3496.00,4304.40,2.71,7,5,304,306,0,0,
306865641#1,1958.55,6.20,6.58,2.32,2.32,1.08,0.00,204.12,12.44,2,5,296,293,0,0,
306865642#1,4955.27,6.51,6.89,5.30,5.30,2.50,0.00,258.58,13.07,11,10,709,710,0,0,
306865642#10,491.22,0.29,0.69,11.85,11.85,2.56,0.00,37.42,12.75,4,8,712,708,0,0,
306865642#11,483.50,0.28,0.68,12.49,12.49,2.58,0.00,45.08,12.52,4,6,708,706,0,0,
306865642#12,4772.18,6.17,6.71,9.70,9.70,4.52,1294.00,2208.64,7.41,7,4,706,709,0,0,
306865642#14,11100.51,16.41,17.85,39.79,39.79,18.94,6933.00,9606.09,1.70,8,5,616,619,0,0,
306865642#2,2736.97,3.46,3.84,5.47,5.47,2.47,0.00,130.66,13.14,2,3,711,710,0,0,
306865642#4,2154.99,2.63,3.02,5.70,5.70,2.49,0.00,116.58,13.05,5,6,710,709,0,0,
306865642#5,508.10,0.31,0.71,11.29,11.29,2.56,0.00,37.87,12.77,9,5,709,713,0,0,
306865642#6,1186.34,1.27,1.66,6.68,6.68,2.55,0.00,88.78,12.76,4,6,713,711,0,0,
306865642#7,548.61,0.38,0.77,10.16,10.16,2.52,0.00,36.78,12.87,4,6,711,709,0,0,
306865642#8,913.91,0.89,1.28,7.33,7.33,2.55,0.00,70.16,12.74,6,3,709,712,0,0,
306865642#9,935.26,0.92,1.31,7.19,7.19,2.53,0.00,64.24,12.85,3,3,712,712,0,0,
306871369#1,1205.96,2.15,2.70,4.26,2.13,0.88,0.00,161.01,11.38,4,7,443,440,6,6,
307192473#1,5033.91,4.37,4.80,8.40,4.20,1.93,144.00,544.02,12.40,8,3,1042,1047,45,45,
307192473#2,5351.94,4.47,5.08,9.17,4.59,2.06,72.00,835.72,11.43,8,6,1047,1049,32,32,
307192473#3,5684.34,6.81,7.18,5.71,2.86,1.35,0.00,244.75,13.30,3,7,789,785,57,57,
307192473#4,17696.48,21.25,22.45,13.88,6.94,3.34,7327.00,10820.21,5.39,4,5,785,784,202,202,
307201482#1,1160.01,2.70,3.23,3.25,3.25,1.40,0.00,122.23,11.61,9,10,352,351,0,0,
307201482#2,1404.27,5.24,5.65,1.88,1.88,0.87,0.00,93.92,12.90,6,3,243,246,0,0,
307201482#3,317.93,0.80,1.28,3.12,3.12,1.02,0.00,31.73,11.16,4,1,246,249,0,0,
307201482#4,1139.03,4.43,4.88,2.02,2.02,0.92,36.00,185.87,11.51,4,9,230,225,0,0,
307201482#5,751.51,2.86,3.26,1.98,1.98,0.86,0.00,86.85,12.11,7,8,225,224,0,0,
307201482#6,513.89,1.83,2.21,2.03,2.03,0.84,0.00,40.66,12.67,4,2,229,231,0,0,
307201482#7,1176.52,4.61,4.99,1.78,1.78,0.82,0.00,61.80,13.03,5,5,231,231,0,0,
307201482#8,183.50,0.39,0.79,3.31,3.31,0.84,0.00,14.37,12.69,3,3,231,231,0,0,
307201483#1,585.12,1.21,1.65,4.30,4.30,1.53,0.00,141.94,10.51,3,4,352,351,0,0,
307201483#2,1116.38,2.76,3.14,2.96,2.96,1.29,0.00,107.27,12.52,5,2,351,354,0,0,
320725490,794.63,2.55,2.94,2.43,1.21,0.52,0.00,118.29,11.82,7,11,265,261,100,100,
320725491,3153.85,12.33,13.27,77.91,38.96,10.39,2620.00,2943.77,0.65,5,7,235,233,2,2,
338085716,31.94,6.68,7.41,0.09,0.09,0.04,0.00,19.38,4.97,5,0,0,5,0,0,
338085757#1,5129.41,17.63,18.01,2.03,2.03,0.99,0.00,294.26,13.06,5,8,280,277,0,0,
338085757#2,2052.21,6.32,7.22,2.97,2.97,1.36,62.00,521.35,9.41,8,5,277,280,0,0,
34335657,110.39,15.48,15.87,0.05,0.05,0.03,0.00,12.16,11.98,0,7,7,0,0,0,
344874635#0,52.19,13.17,13.55,0.04,0.04,0.02,0.00,13.75,10.08,4,0,0,4,0,0,
344874635#1,134.09,7.57,8.53,0.18,0.18,0.08,1.00,39.75,8.55,4,0,12,16,0,0,
34515146,81.04,0.02,0.81,73.68,73.68,0.72,0.00,17.33,6.26,3,7,98,94,0,0,
34574016,874.07,0.07,0.63,285.71,142.86,3.67,63.67,350.67,8.26,4,5,1385,1384,6,6,
34672800#0,39.11,5.19,5.69,0.09,0.09,0.04,0.00,16.12,8.17,0,3,7,4,0,0,
34705972#0,5.88,6.32,6.92,0.02,0.02,0.01,0.00,1.99,4.93,1,0,0,1,0,0,
34705972#1,37.23,4.95,5.61,0.16,0.16,0.07,0.00,16.39,4.66,7,0,1,8,0,0,
34705972#2,882.06,10.80,11.66,1.05,1.05,0.49,32.00,138.07,7.00,5,3,71,73,0,0,
34705986#0,350.01,3.51,4.33,1.55,1.55,0.64,19.00,97.96,5.91,8,4,75,79,0,0,
34705986#1,21.51,6.54,7.17,0.04,0.04,0.02,0.00,0.49,7.90,0,3,3,0,0,0,
35539451,111.68,13.77,14.57,0.09,0.09,0.04,0.00,36.02,8.42,8,0,0,8,0,0,
361640937#0,8.78,1.14,1.50,0.05,0.05,0.02,0.00,0.15,13.72,0,3,6,3,0,0,
361640937#1,19.80,6.26,6.61,0.02,0.02,0.01,0.00,0.32,14.05,0,3,3,0,0,0,
361640938,32.60,2.60,2.96,0.08,0.04,0.02,0.00,0.28,13.90,0,5,11,6,0,0,
373777904.751,374.49,41.48,41.84,0.04,0.02,0.01,0.00,73.56,22.44,9,0,0,9,1,1,
38078660#0,1112.91,4.96,5.33,1.52,0.76,0.35,0.00,33.28,13.39,3,5,206,204,1,1,
38078660#1,2813.16,12.98,13.35,1.47,0.74,0.36,0.00,85.24,13.37,7,5,204,206,10,10,
38078660#2,2535.17,11.60,11.97,1.49,0.74,0.36,0.00,78.25,13.36,6,5,206,207,3,3,
38078660#3,1175.09,5.21,5.58,1.54,0.77,0.36,0.00,40.21,13.34,4,3,207,208,4,4,
38078660#4,4872.39,22.52,22.88,1.46,0.73,0.36,0.00,123.46,13.46,5,6,208,207,13,13,
38078660#5,6150.63,28.92,29.29,1.43,0.72,0.35,0.00,153.85,13.48,3,4,207,206,23,23,
38078663#1,8288.77,38.88,39.29,1.44,0.72,0.36,0.00,221.59,13.44,5,7,206,204,66,66,
38078663#2,5751.28,20.20,21.24,4.87,2.43,1.18,2677.00,3511.00,5.29,6,10,265,261,63,63,
391668922,0.00,,,,,,,,,0,0,0,0,0,0,
391668923#1,1821.53,10.28,10.66,1.24,1.24,0.60,0.00,91.47,12.97,5,3,166,168,0,0,
391668923#2,368.87,1.77,2.16,1.51,1.51,0.62,0.00,27.94,12.62,4,6,168,166,0,0,
391668923#4,701.24,3.65,4.03,1.40,1.40,0.63,0.00,58.49,12.54,9,6,166,169,0,0,
391668923#5,2458.26,13.15,14.46,1.46,1.46,0.69,0.00,452.36,10.90,1,2,169,168,0,0,
422986456#0,955.60,6.89,7.91,2.55,2.55,1.16,281.00,602.61,4.95,7,8,115,114,0,0,
42888553#0,8976.89,6.37,6.75,11.97,5.99,2.73,0.00,1968.01,10.84,8,8,1323,1323,71,71,
42888553#1,5437.38,3.73,4.10,9.89,4.95,2.25,0.00,192.62,13.39,2,7,1323,1318,23,23,
42888553#2,1127.84,0.48,0.86,15.92,7.96,2.24,0.00,41.02,13.38,2,5,1318,1315,0,0,
42888553#3,2069.28,1.19,1.57,11.95,5.98,2.27,2.00,95.03,13.21,5,7,1315,1313,3,3,
42888553#4,31038.68,22.88,23.69,27.77,13.88,6.78,15324.00,20735.74,4.50,5,3,1307,1309,301,301,
43202666#0,2.02,,3.88,0.04,0.04,0.01,0.00,1.64,2.47,1,0,0,1,0,0,
43202666#1,157.46,14.93,16.05,0.11,0.11,0.05,15.00,58.60,8.45,5,0,5,10,0,0,
47088147,14.09,3.19,3.54,0.03,0.03,0.01,0.00,1.03,13.11,0,4,4,0,0,0,
47089210,42.91,8.26,8.62,0.04,0.04,0.02,0.00,8.14,11.73,0,5,5,0,0,0,
476127076#0,973.30,0.59,1.05,14.60,7.30,2.01,0.00,236.50,10.51,5,3,928,930,15,15,
476127076#1,4543.61,4.49,4.87,7.26,3.63,1.66,0.00,388.27,12.70,3,7,930,926,153,153,
476127076#2,14988.00,15.35,16.13,11.12,5.56,2.68,4177.00,6147.41,7.91,4,3,926,927,170,170,
476127082#0,769.14,2.92,3.30,2.09,2.09,0.91,0.00,127.21,11.65,6,4,228,230,0,0,
476127082#1,1117.64,4.38,4.75,1.76,1.76,0.81,0.00,58.38,13.24,6,5,230,231,0,0,
476127082#2,2015.19,8.17,8.55,1.67,1.67,0.80,0.00,81.04,13.38,5,2,231,234,0,0,
476127098,956.50,1.39,1.78,4.86,4.86,1.91,0.00,58.18,12.88,7,6,533,534,0,0,
476193290#1,2247.31,1.79,2.16,8.53,4.27,1.77,0.00,81.66,13.39,5,5,1037,1037,36,36,
476193290#2,1993.50,1.54,1.91,8.84,4.42,1.78,0.00,81.11,13.33,8,4,1037,1041,47,47,
490385330,71.90,3.39,4.31,0.22,0.22,0.09,0.00,27.96,8.11,0,7,17,10,0,0,
502997677,9.68,,2.74,0.42,0.42,0.08,0.00,6.43,2.58,5,0,0,5,0,0,
503869257#1,239.96,0.64,1.16,3.67,1.83,0.50,0.00,74.93,9.46,5,6,206,204,10,10,
52313122#0,50.68,8.44,9.29,0.09,0.09,0.04,0.00,13.91,6.05,6,0,0,6,0,0,
52313122#1,21.28,1.71,2.51,0.23,0.23,0.08,0.00,6.46,5.28,4,0,6,10,0,0,
52313122#10,78.70,1.19,1.86,0.82,0.82,0.27,0.00,8.63,7.38,4,7,41,38,0,0,
52313122#11,575.21,12.55,13.17,0.53,0.53,0.25,0.00,36.00,7.81,6,4,38,40,0,0,
52313122#12,199.08,3.89,4.56,0.66,0.66,0.29,0.00,30.48,7.08,5,6,40,39,0,0,
52313122#13,335.35,6.93,7.55,0.56,0.56,0.26,0.00,21.04,7.82,6,3,39,42,0,0,
52313122#14,178.38,3.02,3.64,0.74,0.74,0.31,0.00,21.47,7.39,9,6,42,45,0,0,
52313122#15,597.24,11.56,12.24,0.61,0.61,0.29,0.00,48.23,7.69,4,5,45,44,0,0,
52313122#2,863.26,8.34,8.97,1.22,1.22,0.57,0.00,61.77,7.70,7,8,90,89,0,0,
52313122#4,503.95,4.87,5.56,1.29,1.29,0.57,0.00,60.46,7.30,2,6,89,85,0,0,
52313122#5,724.08,7.64,8.34,1.10,1.10,0.51,0.00,48.99,7.76,2,3,85,84,0,0,
52313122#6,207.10,1.67,2.37,1.75,1.75,0.63,0.00,40.01,6.66,6,7,84,83,0,0,
52313122#7,613.13,7.00,7.78,1.06,1.06,0.48,4.00,62.91,7.38,1,3,78,76,0,0,
52313122#8,227.60,2.24,2.87,1.28,1.28,0.50,0.00,26.95,7.38,7,2,74,79,0,0,
52313122#9,493.69,4.92,5.64,1.30,1.30,0.58,0.00,72.79,7.01,10,6,79,83,0,0,
52318780#0,63.21,12.34,12.97,0.06,0.06,0.03,0.00,4.28,7.59,0,3,5,2,0,0,
52318780#1,1.00,0.14,0.74,0.07,0.07,0.01,0.00,0.00,8.43,0,2,2,0,0,0,
52318783#0,95.86,8.17,8.83,0.14,0.14,0.07,0.00,5.47,7.59,0,5,11,6,0,0,
52318783#1,2.20,0.03,0.65,1.00,1.00,0.02,0.00,0.12,8.01,0,6,6,0,0,0,
52318788#0,122.85,4.90,5.59,0.31,0.31,0.13,0.00,15.23,7.36,0,3,22,19,0,0,
52318788#1,107.60,7.20,7.80,0.17,0.17,0.08,0.00,4.53,8.08,0,7,14,7,0,0,
52318788#2,3.90,0.02,0.62,1.77,1.77,0.03,0.00,0.17,8.32,0,7,7,0,0,0,
52318789,26.93,5.12,5.73,0.06,0.06,0.03,0.00,0.91,8.08,0,5,5,0,0,0,
52322183#1,387.21,2.02,2.78,2.09,2.09,0.81,0.00,99.40,7.88,5,4,136,137,0,0,
52322183#2,306.89,3.88,4.48,0.73,0.73,0.32,0.00,75.81,9.69,3,3,66,66,0,0,
52322183#3,131.98,2.68,3.11,0.38,0.38,0.17,0.00,16.43,11.79,3,6,40,37,0,0,
52322183#4,252.39,5.45,6.11,0.39,0.39,0.18,0.00,53.68,10.51,8,6,34,36,0,0,
52322184,203.34,15.44,15.80,0.10,0.10,0.05,0.00,22.24,12.43,5,2,8,11,0,0,
52322185#1,168.00,4.30,4.72,0.34,0.34,0.15,0.00,42.14,10.55,3,6,33,30,0,0,
52322185#2,308.15,5.16,5.54,0.45,0.45,0.21,0.00,39.51,12.06,4,7,52,49,0,0,
52322185#3,521.46,6.42,6.82,0.62,0.62,0.29,0.00,73.73,11.98,8,5,69,72,0,0,
52322185#6,339.47,1.02,1.49,3.12,3.12,1.06,11.00,94.73,10.01,1,7,228,222,0,0,
52322185#7,791.32,2.45,3.44,7.93,7.93,2.93,162.00,450.24,4.09,5,3,227,229,0,0,
52322186,59.73,1.09,1.93,0.77,0.77,0.24,0.00,16.87,6.22,4,5,29,28,0,0,
52324386,22.75,0.52,1.28,0.63,0.63,0.13,0.00,3.02,6.48,0,5,19,14,0,0,
52324407#0,12.78,1.24,1.89,0.13,0.13,0.04,0.00,0.89,7.34,0,2,7,5,0,0,
52324407#1,41.28,7.78,8.41,0.06,0.06,0.03,0.00,1.37,7.54,0,5,5,0,0,0,
52349260#0,23.60,7.77,8.66,0.04,0.04,0.02,0.00,12.02,6.39,3,0,0,3,0,0,
52349260#1,8.58,1.70,2.15,0.05,0.05,0.02,0.00,2.80,9.81,0,4,4,0,0,0,
52349261#0,18.96,0.03,0.74,8.62,8.62,0.17,0.00,6.21,7.04,0,5,27,22,0,0,
52349261#1,107.02,7.07,7.69,0.12,0.12,0.06,0.00,15.60,11.32,0,6,14,8,0,0,
52349263,42.72,4.99,5.37,0.08,0.08,0.03,0.00,9.87,10.55,0,8,8,0,0,0,
52349267#0,501.60,2.00,2.40,2.03,2.03,0.84,0.00,86.28,11.44,9,7,202,204,0,0,
52349267#1,995.02,4.42,4.79,1.56,1.56,0.72,0.00,49.18,13.13,4,5,204,203,0,0,
52349267#2,745.72,3.19,3.57,1.63,1.63,0.73,0.00,39.77,13.07,7,4,203,206,0,0,
52349267#3,639.50,2.71,3.08,1.62,1.62,0.71,0.00,23.99,13.29,2,5,206,203,0,0,
52349267#4,657.67,2.81,3.18,1.62,1.62,0.72,0.00,31.46,13.15,4,1,203,206,0,0,
55687119#0,241.79,2.34,2.71,0.75,0.75,0.32,0.00,22.94,12.70,5,6,85,84,0,0,
55687119#1,176.61,1.69,2.07,0.73,0.73,0.30,0.00,12.09,13.02,2,4,84,82,0,0,
55687119#2,2443.46,26.93,28.18,2.37,2.37,1.16,1488.00,1790.86,3.50,5,5,82,82,0,0,
55687120,534.94,0.75,1.22,5.64,2.82,0.92,0.00,65.69,11.13,4,5,437,436,57,57,
55690748,829.67,1.28,1.83,6.54,3.27,1.16,1.00,226.39,9.02,7,5,457,459,187,187,
55690749,595.39,0.98,1.39,4.62,2.31,0.83,0.00,77.48,12.00,9,8,433,434,116,116,
558596156,380.70,28.96,29.96,0.74,0.37,0.18,283.00,333.37,1.74,3,0,10,13,0,0,
57383627#0,0.00,,,,,,,,,0,0,0,0,0,0,
589913464#0,9243.13,8.44,8.81,7.39,3.70,1.77,0.00,290.33,13.46,5,3,1044,1046,109,109,
589913464#2,6321.92,5.65,6.02,7.60,3.80,1.78,0.00,232.77,13.39,5,7,1046,1044,123,123,
601761836,1098.47,2.12,2.50,3.90,3.90,1.62,0.00,128.48,12.23,1,5,438,434,0,0,
601761837#0,2828.29,6.10,6.48,3.18,3.18,1.50,0.00,117.62,13.26,3,8,434,429,0,0,
601761837#1,1663.21,3.24,3.87,5.11,5.11,2.23,263.00,590.19,8.93,4,3,426,427,0,0,
727288191,47.84,9.29,9.67,0.04,0.04,0.02,0.00,7.26,11.34,0,5,5,0,0,0,
727296525#0,98.33,9.35,9.89,0.09,0.09,0.04,0.00,27.45,10.03,0,5,10,5,0,0,
727296525#1,5.79,1.55,1.93,0.03,0.03,0.01,0.00,1.03,11.80,0,3,3,0,0,0,
727296526,5.79,2.59,3.04,0.02,0.02,0.01,0.00,1.78,9.92,0,2,2,0,0,0,
728843364#0,422.16,1.31,1.88,2.72,2.72,1.00,0.00,80.61,10.15,7,8,220,219,0,0,
728843364#2,841.88,2.40,3.20,3.83,3.83,1.53,0.00,208.21,7.79,11,4,254,261,0,0,
772400089,3607.10,3.09,3.46,8.05,4.02,1.79,0.00,171.35,13.23,4,7,1040,1037,29,29,
777091504#1,0.00,,,,,,,,,0,0,0,0,0,0,
803436833#1,1048.05,4.58,4.95,1.59,1.59,0.73,0.00,51.81,13.13,6,4,206,208,0,0,
803436833#10,797.02,3.41,3.79,1.63,1.63,0.73,0.00,42.91,13.06,5,5,206,206,0,0,
803436833#11,1103.31,4.50,5.20,1.97,1.97,0.89,0.00,218.13,10.74,7,5,206,208,0,0,
803436833#12,659.72,2.69,3.11,2.44,2.44,1.01,0.00,205.72,9.50,5,8,208,205,0,0,
803436833#13,427.10,1.67,2.05,1.92,1.92,0.77,0.00,46.98,12.30,4,7,205,202,0,0,
803436833#14,418.94,1.56,2.04,1.97,1.97,0.76,10.00,57.70,11.93,4,3,202,203,0,0,
803436833#15,414.83,0.89,2.03,4.15,4.15,1.29,115.00,207.01,6.94,4,6,203,201,0,0,
803436833#16,3257.15,14.78,15.80,17.17,17.17,8.00,2316.00,2833.15,1.41,7,3,201,205,0,0,
803436833#2,2253.62,10.26,10.64,1.50,1.50,0.72,0.00,82.64,13.31,4,7,208,205,0,0,
803436833#3,978.08,4.10,4.59,1.76,1.76,0.80,0.00,121.02,12.10,9,8,205,206,0,0,
803436833#4,456.91,1.49,2.18,3.21,3.21,1.19,0.00,160.38,8.23,5,1,206,210,0,0,
803436833#5,1086.31,4.62,5.00,2.03,2.03,0.91,0.00,240.94,10.73,8,5,210,213,0,0,
