_time,_type,_lane,_pos,_collider,_victim,_colliderType,_victimType,_colliderSpeed,_victimSpeed
5303.00,collision,-476193290#0_0,32.25,5125,5154,HDV,CAV2,3.41,0.00
5367.00,collision,476127076#2_0,106.59,5289,5247,HDV,HDV,2.93,0.00
5570.00,collision,-131655426#1_0,12.42,5352,5541,HDV,HDV,1.42,0.00
5663.00,collision,-131655247#0_1,5.34,5500,5441,HDV,CAV2,0.78,0.00
5827.00,collision,-202855820_0,10.06,5763,5623,HDV,HDV,3.42,0.00
5931.00,collision,307192473#4_1,103.41,5765,5733,CAV4,CAV2,7.45,0.27
5964.00,collision,-8232907_0,9.57,5579,5780,HDV,HDV,1.19,0.00
6298.00,collision,-196190040#1_0,148.53,6215,6197,HDV,CAV2,3.63,0.00
6326.00,collision,-601761836_0,4.17,6217,6184,CAV4,CAV4,5.33,0.00
6576.00,collision,-131655426#1_0,13.32,6508,6417,HDV,CAV2,1.42,0.00
6654.00,collision,-131655426#1_0,12.42,6570,6492,HDV,CAV2,1.20,0.00
6911.00,collision,-131655426#1_0,5.42,6891,6837,HDV,CAV2,1.09,0.00
6997.00,collision,42888553#4_0,85.64,6906,6817,HDV,HDV,4.40,0.00
7198.00,collision,-131838566#0_0,42.90,7116,7098,HDV,CAV2,1.32,0.00
7263.00,collision,476127076#2_1,114.08,7051,7102,HDV,CAV2,2.52,0.00
7466.00,collision,42888553#4_1,93.12,7348,7406,HDV,HDV,1.45,0.00
7821.00,collision,-131655426#1_0,12.43,7560,7516,HDV,HDV,3.29,0.00
7995.00,collision,-23453287#11_0,28.12,7860,7815,HDV,CAV2,1.19,0.00
8018.00,collision,95807619#13_0,36.63,7829,7970,HDV,CAV2,3.35,0.00
8086.00,collision,-896868665#4_0,61.70,7791,7993,HDV,HDV,2.24,0.00
8143.00,collision,95807619#13_0,22.14,7950,8081,HDV,HDV,4.42,0.00
8231.00,collision,-131838565#0_0,61.10,8183,8159,HDV,CAV2,2.86,0.00
8237.00,collision,-95807620#0_0,18.91,8184,8089,HDV,CAV2,0.56,0.00
8275.00,collision,896868665#2_0,12.56,8197,8201,HDV,CAV2,2.11,0.00
8363.00,collision,-476193290#0_1,19.33,8234,8156,HDV,CAV2,3.69,0.00
8591.00,collision,-23453287#1_0,47.66,8435,8454,HDV,HDV,2.71,0.00
8623.00,collision,-131655426#1_0,4.92,8329,8362,HDV,HDV,1.82,0.00
8635.00,collision,-95807620#0_0,18.91,8511,8457,HDV,CAV2,0.47,0.00
8946.00,junction,:253526448_1_0,2.77,8733,8787,CAV4,CAV2,6.80,2.95
9079.00,collision,-95807620#0_0,18.91,8986,8957,HDV,CAV2,1.10,0.00
9198.00,collision,-338085757#1_0,221.56,9031,9085,HDV,CAV2,1.79,0.00
9319.00,collision,23453287#8_0,32.91,9137,9238,HDV,CAV2,2.41,0.00
9376.00,collision,95807619#13_0,31.20,9345,9173,HDV,CAV2,1.52,0.00
9578.00,collision,95807619#13_0,22.14,9425,9525,HDV,HDV,3.96,0.00
9623.00,collision,-306596440#0_0,68.21,9542,9561,HDV,HDV,1.60,0.00
9712.00,junction,:2524648370_1_0,14.27,9538,9560,HDV,HDV,3.72,0.00
9955.00,collision,42888553#4_0,93.13,9761,9786,HDV,HDV,1.52,0.00
10045.00,collision,-202855820_0,10.07,9916,9903,HDV,CAV2,1.46,0.00
10158.00,collision,-131655247#0_0,5.34,9902,9981,HDV,HDV,2.92,0.00
